slug,name,skynet_score,market_cap,trading_vol_24h,volume_24h_display,volume_7d_display,all_time_volume,project_age_raw,project_founded_date,token_launch_age_raw,token_launch_date,has_website,website_url,has_github,github_url,has_twitter,twitter_url,has_discord,discord_url,has_telegram,telegram_url,ecosystems,audit_3p_count,audit_3p_records,has_certik_audit,certik_audit_count,certik_last_audit_date,certik_audit_names,certik_kyc,third_party_kyc,total_proposals,max_total_votes,major_holding_ratio,owner_holding_ratio
spacefi,SpaceFi,60.77,,,,,,5 yrs 1 mos,2021-05-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/spacefi_io,0,,0,,Zksync,0,,No,,,,No,No,,,,
black-stallion,Black Stallion,61.19,,,,,,3 yrs 8 mos,2022-10-20,3 yrs 8 mos,2022-10-20,0,,0,,1,https://twitter.com/blackstallionio,0,,1,https://t.me/blackstallion_io,,1,02/11/2023|InterFi Network,No,,,,No,No,,,99.99%,0.00%
pink-panda,Pink Panda,61.25,,$0.00,,,,5 yrs 0 mos,2021-06-20,5 yrs 0 mos,2021-06-20,0,,0,,1,https://twitter.com/pinkpandadefi,0,,0,,Bsc,0,,Yes,1,,,No,No,,,1.08%,0.00%
firulais,Firulais,60.57,,,,,,5 yrs 0 mos,2021-06-20,5 yrs 0 mos,2021-06-20,0,,0,,1,https://twitter.com/FinanceFirulais,0,,1,https://t.me/FirulaisFinance,Ethereum,1,06/15/2021|TechRate,No,,,,No,No,,,28.75%,0.00%
mintswap,MintSwap,61.12,,$7.86K,,,,4 yrs 7 mos,2021-11-20,4 yrs 7 mos,2021-11-20,0,,0,,1,https://twitter.com/minty_ai_26,0,,1,https://t.me/MintSwap_Avax,Bsc | Avalanche,0,,Yes,1,,,No,No,,,57.93%,11.92%
phame,Phame,60.56,,,,,,3 yrs 12 mos,2022-06-20,58 yrs 0 mos,1968-06-20,0,,0,,1,https://twitter.com/Phamouscrypto,0,,1,https://t.me/phamousX,Ethereum | Pulsechain,0,,Yes,1,,,No,No,,,,
hydro-protocol,Hydro Protocol,60.54,$599.43K,$0.00,,,,8 yrs 5 mos,2018-01-20,8 yrs 5 mos,2018-01-20,0,,1,https://github.com/HydroProtocol,1,https://twitter.com/protocol_hydro,0,,1,https://t.me/hydroprotocol,Ethereum,0,,No,,,,No,No,,,91.75%,0.00%
mango-markets,Mango,60.54,$34.00M,$761.81,,,,5 yrs 6 mos,2020-12-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/blockworks-foundation,1,https://twitter.com/mangomarkets,0,,0,,Solana,0,,No,,,,No,No,,,,
yetiswap,YetiSwap,61.21,,,,,,5 yrs 4 mos,2021-02-20,5 yrs 3 mos,2021-03-20,0,,1,https://github.com/YetiSwap,1,https://twitter.com/YetiSwap,0,,1,https://t.me/YetiSwap,Avalanche,0,,No,,,,No,No,,,64.72%,0.00%
tata-coin,TATA Coin,61.07,,$14.51K,,,,4 yrs 6 mos,2021-12-20,4 yrs 6 mos,2021-12-20,0,,1,https://github.com/TATACoinOfficial,1,https://twitter.com/TATA_Coin,0,,1,https://t.me/TATACoinGroup,Bsc,0,,No,,,,No,No,,,14.97%,0.00%
cherry-network,Cherry Network,61.28,,$0.06,,,,5 yrs 7 mos,2020-11-20,4 yrs 11 mos,2021-07-20,0,,1,https://github.com/CherryNetwork,1,https://twitter.com/cherry_network,0,,1,https://t.me/cherrynetwork,Bsc,0,,No,,,,No,No,,,58.37%,0.00%
mocktailswap,MocktailSwap,61.24,,,,,,5 yrs 3 mos,2021-03-20,5 yrs 1 mos,2021-05-20,0,,1,https://github.com/MocktailSwap/,1,https://twitter.com/MocktailSwap,0,,1,https://t.me/MocktailSwap,Bsc,0,,Yes,1,,,No,No,,,84.79%,5.59%
hybra-finance,Hybra Finance,60.38,,,$2.09M,$15.51M,$4.22B,1 yrs 1 mos,2025-05-20,,,0,,0,,1,https://x.com/HybraFinance,0,,0,,Hyperliquid | Sectors | DeFi | DEX | Socials,0,,No,,,,No,No,,,,
brc-20-dex,BRC-20 DEX,60.41,,,,,,3 yrs 0 mos,2023-06-20,2 yrs 4 mos,2024-02-20,0,,1,https://github.com/BRC20DEX,1,https://twitter.com/Brc_20dex,0,,1,https://t.me/brc_20dex,Bitcoin | Brc-20,1,01/21/2024|InterFi Network,No,,,,No,No,,,28.37%,0.00%
bika,BIKA,60.36,,,,,,3 yrs 7 mos,2022-11-20,1 yrs 0 mos,2025-06-20,0,,0,,1,https://twitter.com/BIKAGlobal_,0,,0,,,0,,Yes,,,,No,No,,,,
hidoodles,hiDOODLES,60.33,,,,,,3 yrs 11 mos,2022-07-20,3 yrs 9 mos,2022-09-20,0,,1,https://github.com/FractonProtocol,1,https://twitter.com/FractonProtocol,0,,1,https://t.me/FractonX,Ethereum,0,,No,,,,No,No,,,84.23%,0.00%
cherryswap,CherrySwap,60.32,,,$0,$0,$3.31B,4 yrs 7 mos,2021-11-20,4 yrs 7 mos,2021-11-20,0,,0,,1,https://twitter.com/CherryswapNet,0,,1,https://t.me/cherryswap_1st,Oktc,0,,Yes,1,,,No,No,,,98.49%,93.32%
velorex,Velorex,60.28,,$248.17,,,,5 yrs 0 mos,2021-06-20,5 yrs 0 mos,2021-06-20,0,,0,,1,https://twitter.com/VelorexOfficial,0,,1,https://t.me/velorex_net,,0,,Yes,1,,,No,No,,,57.04%,0.00%
ercprotocol,ErcProtocol,60.44,,,,,,3 yrs 3 mos,2023-03-20,3 yrs 3 mos,2023-03-20,0,,0,,1,https://twitter.com/ErcProtocol,0,,0,,Ethereum,0,,Yes,1,,,No,No,,,99.04%,0.00%
msx,MSX,60.05,,,,,,1 yrs 2 mos,2025-04-20,0 yrs 6 mos,2025-12-20,0,,0,,1,https://x.com/MSX_CN,0,,0,,Ethereum | Bsc,0,,No,,,,No,No,,,,
czred,CZRED,60.22,,,,,,3 yrs 6 mos,2022-12-20,3 yrs 6 mos,2022-12-20,0,,1,https://github.com/chinese-zodiac,1,https://twitter.com/zodiacs_c,0,,1,https://t.me/CZodiacofficial,Bsc,0,,No,,,,No,No,,,94.31%,14.46%
decaswap-finance,Decaswap Finance,60.85,,,,,,4 yrs 1 mos,2022-05-20,4 yrs 1 mos,2022-05-20,0,,0,,1,https://twitter.com/Deca_dao,0,,0,,Bsc,0,,Yes,2,10/15/2022,Decaswap Decaswap Finance,No,No,,,99.38%,0.00%
izumi-bond-usd,iZUMi Bond USD,58.01,,$24.17,,,,5 yrs 0 mos,2021-06-20,4 yrs 1 mos,2022-05-20,0,,1,https://github.com/IzumiFinance/,1,https://twitter.com/izumi_Finance,0,,1,https://t.me/izumifinance,Ethereum,0,,No,,,,No,No,,,99.26%,59.97%
youswap,YouSwap,60.18,,,,,,5 yrs 2 mos,2021-04-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/youswap/,1,https://twitter.com/YouSwap_Global,0,,1,https://t.me/youswapglobalofficial,,0,,Yes,1,,,No,No,,,,
byreal,Byreal,60.17,,,,,,1 yrs 1 mos,2025-05-20,8 yrs 0 mos,2018-06-20,0,,0,,1,https://x.com/byreal_io,0,,1,https://t.me/Byreal_global,Solana,0,,No,,,,No,No,,,,
kenshi,Kenshi,60.16,,,,,,4 yrs 1 mos,2022-05-20,4 yrs 1 mos,2022-05-20,0,,1,https://github.com/KenshiTech,1,https://twitter.com/KenshiTech,0,,1,https://t.me/KenshiTech,Bsc,0,,No,,,,No,No,,,30.61%,5.05%
splash,Splash,60.16,,,"$4,618.00","$68,720.00",$248.07M,2 yrs 6 mos,2023-12-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://x.com/splashprotocol,0,,0,,Cardano,0,,No,,,,No,No,,,,
openswap,OpenSwap,60.15,,$0.34,,,,5 yrs 1 mos,2021-05-20,5 yrs 1 mos,2021-05-20,0,,0,,1,https://twitter.com/openswapdex,0,,1,https://t.me/openswapdex,Bsc,0,,No,,,,No,No,,,99.95%,0.00%
ion-dao,ION DAO,60.32,,,,,,4 yrs 4 mos,2022-02-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/_IONDAO,0,,1,https://t.me/IONGovernanceWorkingGroup,Cosmos,0,,No,,,,No,No,,,,
nutgain,NUTGAIN,60.48,,$18.12K,,,,4 yrs 9 mos,2021-09-20,4 yrs 3 mos,2022-03-20,0,,1,https://github.com/nutgain,1,https://twitter.com/nutgainofficial,0,,0,,Bsc,3,04/21/2022|Cyberscope; 03/12/2022|Cyberscope; 01/02/2022|InterFi Network,No,,,,No,No,,,8.99%,0.00%
proteo-defi,Proteo DeFi,60.08,$23.35K,$125.23,,,,4 yrs 3 mos,2022-03-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/ProteoDefi,0,,1,https://t.me/proteodefi,Multiversx | Sectors | DEX | Socials,0,,No,,,,No,No,,,,
minereum-bsc,Minereum BSC,60.80,,,,,,5 yrs 0 mos,2021-06-20,5 yrs 0 mos,2021-06-20,0,,0,,1,https://twitter.com/minereumtoken,0,,0,,Bsc,0,,No,,,,No,No,,,0.00%,0.00%
haretoken,Hare Token,60.06,,$11.84,,,,5 yrs 0 mos,2021-06-20,5 yrs 0 mos,2021-06-20,0,,0,,1,https://twitter.com/Hare_token,0,,1,https://t.me/Hare_En,Bsc,0,,Yes,1,,,No,No,,,0.53%,0.00%
sandwich-network,Sandwich Network,60.49,,$10.38,,,,4 yrs 6 mos,2021-12-20,4 yrs 6 mos,2021-12-20,0,,0,,1,https://twitter.com/NetworkSandwich,0,,0,,,0,,Yes,1,,,No,No,,,55.29%,0.00%
goosefx,GooseFX,60.40,,,$0,$0,$170.51M,5 yrs 0 mos,2021-06-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/GooseFX1,1,https://twitter.com/GooseFX1,1,https://discord.com/invite/cDEPXpY26q,1,https://t.me/goosefx,Solana,0,,No,,,,No,No,,,,
knightswap,KnightSwap,60.41,,$629.90,"$2,665.00","$11,422.00",$117.06M,4 yrs 7 mos,2021-11-20,4 yrs 7 mos,2021-11-20,0,,1,https://github.com/Knightswap,1,https://twitter.com/KnightEcosystem,0,,0,,Bsc,0,,No,,,,No,No,,,48.68%,24.02%
garden-finance,Garden Finance,59.97,,,,,,2 yrs 5 mos,2024-01-20,2 yrs 5 mos,2024-01-20,0,,0,,1,https://x.com/gardenfi,0,,0,,Ethereum,1,04/04/2025|Zellic,No,,,,No,No,,,98.95%,0.00%
shake,Spaceswap SHAKE,60.10,,,,,,5 yrs 8 mos,2020-10-20,5 yrs 8 mos,2020-10-20,0,,0,,1,https://twitter.com/spaceswapdefi,0,,0,,Ethereum,0,,No,,,,No,No,,,76.82%,0.00%
hippo-swap,Hippo Swap,59.92,,,,,,1 yrs 5 mos,2025-01-20,1 yrs 5 mos,2025-01-20,0,,0,,1,https://x.com/Hippo_Swap,0,,1,https://t.me/hippo_scroll,Base | Scroll,0,,No,,,,No,No,,,99.94%,0.01%
muskswapclub,MuskSwap,59.92,,,,,,2 yrs 5 mos,2024-01-20,2 yrs 5 mos,2024-01-20,0,,0,,1,https://x.com/MuskSwapClub,0,,1,https://t.me/MuskSwapFinance,Bsc | Ethereum,0,,Yes,1,,,No,No,,,,
tapswapfinance,TapSwap Finance,59.91,,,,,,5 yrs 2 mos,2021-04-20,5 yrs 2 mos,2021-04-20,0,,0,,1,https://twitter.com/tapswapdex,0,,0,,Bsc,0,,Yes,,,,No,No,,,,
xfai,XFai,59.91,,$67.33,"$4,555.00","$33,700.00",$22.89M,5 yrs 5 mos,2021-01-20,5 yrs 2 mos,2021-04-20,0,,1,https://github.com/Xfai-labs,1,https://twitter.com/xfai_official,0,,1,https://t.me/xfaiofficial,,0,,No,,,,No,No,,,94.02%,0.00%
empiretoken,Empire Token,60.62,,$0.82,,,,5 yrs 0 mos,2021-06-20,5 yrs 0 mos,2021-06-20,0,,0,,1,https://twitter.com/RealEmpireToken,0,,0,,Bsc,0,,Yes,2,,,No,No,,,41.10%,10.19%
yffii-finance,YFFII Finance,59.65,$0.00,$0.00,,,,4 yrs 10 mos,2021-08-20,4 yrs 10 mos,2021-08-20,0,,0,,1,https://twitter.com/yffiifinance,0,,0,,Bsc,0,,No,,,,No,No,,,35.81%,0.00%
blizzard-network,Blizzard Network,59.87,,,,,,4 yrs 6 mos,2021-12-20,4 yrs 6 mos,2021-12-20,0,,0,,1,https://twitter.com/BlizzardAVAX,0,,0,,Avalanche,1,10/01/2021|Hacken,No,,,,No,No,,,20.60%,0.00%
polydex,PolyDex,59.94,,,,,,5 yrs 0 mos,2021-06-20,5 yrs 1 mos,2021-05-20,0,,1,https://github.com/polydex-fi,1,https://twitter.com/PolyDexfi,0,,1,https://t.me/polydexfi,Polygon,0,,Yes,1,10/18/2021,polydex PolyDex v2 PolyDex Polydex - Addendem,No,No,,,58.78%,57.37%
asgardx,AsgardX,60.10,,,,,,3 yrs 4 mos,2023-02-20,3 yrs 4 mos,2023-02-20,0,,0,,1,https://twitter.com/asgardx_world,0,,1,https://t.me/AsgardXOfficial,,1,02/01/2023|Cyberscope,No,,,,No,No,,,,
fibswap,Fibswap,60.42,,,,,,4 yrs 11 mos,2021-07-20,4 yrs 11 mos,2021-07-20,0,,0,,1,https://twitter.com/FibSwap,0,,1,https://t.me/FibSwapOfficial,Bsc,0,,Yes,2,,,No,No,,,64.07%,2.84%
mummy-finance,Mummy Finance,59.94,$69.34K,$212.70,$0,$0,$1.86B,2 yrs 6 mos,2023-12-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/NaviExSonic,0,,0,,Fantom,0,,No,,,,No,No,7,1M,,
saber,Saber,59.78,,$3.94K,"$64,702.00","$892,279.00",$6.54B,5 yrs 1 mos,2021-05-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/saber-hq,1,https://twitter.com/Saber_HQ,0,,0,,,0,,No,,,,No,No,,,,
levana-protocol,Levana Protocol,61.06,$466.31K,$43.23,,,,5 yrs 1 mos,2021-05-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/Levana_protocol,0,,1,https://t.me/levanaprotocol,Sei | Cosmos,0,,No,,,,No,No,,,,
equalizer-dex,Equalizer DEX,59.81,,,$961.00,"$6,766.00",$1.43B,3 yrs 10 mos,2022-08-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/Equalizer-Exchange,1,https://twitter.com/Equalizer0x,0,,0,,Fantom,0,,No,,,,No,No,,,,
polydefi,POLYDeFI,59.80,,,,,,4 yrs 10 mos,2021-08-20,4 yrs 9 mos,2021-09-20,0,,1,https://github.com/polydefi-org,1,https://twitter.com/polydefi,0,,1,https://t.me/polydefi_community,Polygon,1,10/21/2021|Paladinsec,No,,,,No,No,,,95.78%,0.00%
anchorswap,AnchorSwap,60.54,,,,,,4 yrs 10 mos,2021-08-20,4 yrs 10 mos,2021-08-20,0,,1,https://github.com/anchorswap,1,https://twitter.com/Anchor_Finance,0,,1,https://t.me/anchorswap,Bsc,0,,No,,,,No,No,,,94.24%,90.63%
swapx-v2,SwapX V2,59.73,,$647.82,$197.00,$960.00,$69.07M,5 yrs 0 mos,2021-06-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://x.com/SwapXfi,0,,0,,Fantom,0,,No,,,,No,No,,,,
zigzag,ZigZag,59.65,,,$0,$0,$455.72M,4 yrs 9 mos,2021-09-20,4 yrs 0 mos,2022-06-20,0,,1,https://github.com/ZigZagExchange,1,https://twitter.com/ZigZagExchange,0,,0,,Ethereum,0,,No,,,,No,No,,,57.25%,0.00%
rex-io,bsc-rex.io,59.96,,$144.87,,,,3 yrs 12 mos,2022-06-20,3 yrs 12 mos,2022-06-20,0,,0,,1,https://twitter.com/rex_token,0,,1,https://t.me/newrextoken,Bsc,0,,Yes,1,,,No,No,,,10.65%,0.00%
astroswap,AstroSwap,59.73,$2.90K,$9.52,$0,$0,$186.21M,4 yrs 8 mos,2021-10-20,4 yrs 8 mos,2021-10-20,0,,0,,1,https://twitter.com/AstroSwapApp,0,,0,,Bsc,0,,No,,,,No,No,,,46.37%,0.01%
projectx,Project X,59.67,,,,,,4 yrs 9 mos,2021-09-20,4 yrs 9 mos,2021-09-20,0,,0,,1,https://twitter.com/projectx_nft,0,,1,https://t.me/Official_ProjectX,Bsc,0,,No,,,,No,No,,,100.00%,0.00%
turboflow,TurboFlow,59.65,,,,,,2 yrs 11 mos,2023-07-20,,,0,,0,,1,https://x.com/TurboFlow_xyz,0,,0,,,0,,No,,,,No,No,,,,
gmd-protocol,GMD Protocol,59.55,,,,,,3 yrs 7 mos,2022-11-20,3 yrs 7 mos,2022-11-20,0,,1,https://github.com/saulgoodmandev,1,https://twitter.com/GMDprotocol,0,,0,,Arbitrum,1,11/03/2022|SourceHat,No,,,,No,No,,,,
sixnetwork,Definix,59.62,,$4.47,,,,8 yrs 3 mos,2018-03-20,5 yrs 2 mos,2021-04-20,0,,1,https://github.com/thesixnetwork,1,https://twitter.com/DefinixOfficial,0,,1,https://t.me/SIXnetwork,Bsc,0,,Yes,4,,,No,No,,,52.97%,17.58%
cablesfinancedex,Cables Finance DEX,59.79,,,,,,5 yrs 2 mos,2021-04-20,,,0,,0,,1,https://twitter.com/CablesFinance,0,,1,https://t.me/CABLEsFinance,Avalanche,0,,Yes,1,,,No,No,,,,
basedswap,BasedSwap,59.85,,,,,,2 yrs 2 mos,2024-04-20,2 yrs 2 mos,2024-04-20,0,,0,,1,https://twitter.com/basedswaptoken,0,,0,,Base,1,04/13/2024|Cyberscope,No,,,,No,No,,,17.88%,0.00%
dyorswap,DYORSWAP,59.71,,,,,,2 yrs 3 mos,2024-03-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/DYORSWAPDEX,0,,1,https://t.me/Dyorswapfinance,Blast,0,,No,,,,No,No,,,,
orcania,Orcania,59.59,,,,,,,,,,0,,0,,1,https://twitter.com/orcania_io,1,https://discord.com/invite/PH5DEQbKX7,0,,Ethereum,0,,Yes,1,,,No,No,,,,
flooring-protocol,Floor Protocol,59.60,,,,,,3 yrs 0 mos,2023-06-20,2 yrs 8 mos,2023-10-20,0,,1,https://github.com/flooringlab,1,https://twitter.com/floorprotocol,0,,0,,Ethereum,0,,No,,,,No,No,,,93.82%,0.00%
hertz-network,Hertz Network,59.52,$10.68K,$3.01,,,,5 yrs 5 mos,2021-01-20,4 yrs 12 mos,2021-06-20,0,,1,https://github.com/hertznetwork,1,https://twitter.com/hertz_network,0,,1,https://t.me/hertznetwork,,0,,No,,,,No,No,,,41.79%,6.16%
monaco-protocol,Monaco Protocol,59.62,,,,,,1 yrs 3 mos,2025-03-20,9 yrs 0 mos,2017-06-20,0,,0,,1,https://twitter.com/MonacoTrading,0,,0,,,0,,No,,,,No,No,,,,
investdex,InvestDex,59.51,,,,,,5 yrs 6 mos,2020-12-20,5 yrs 1 mos,2021-05-20,0,,1,https://github.com/investdex,1,https://twitter.com/investDexio,0,,1,https://t.me/Investdex,Bsc,0,,No,,,,No,No,,,61.28%,0.00%
h2o-poseidon,H2O,59.53,,,,,,4 yrs 3 mos,2022-03-20,4 yrs 3 mos,2022-03-20,0,,0,,1,https://twitter.com/H2O_data,0,,0,,Ethereum,0,,No,,,,No,No,,,97.14%,0.00%
energyfi,Energyfi,59.48,,$5.79,,,,4 yrs 4 mos,2022-02-20,4 yrs 4 mos,2022-02-20,0,,0,,1,https://twitter.com/Energyfi_io,0,,1,https://t.me/Energyfi_official,Bsc,0,,No,,,,No,No,,,15.30%,0.00%
frz-solar-system,FRZ Solar System,59.48,,,,,,4 yrs 3 mos,2022-03-20,4 yrs 3 mos,2022-03-20,0,,0,,1,https://twitter.com/frztoken,0,,0,,Bsc,0,,Yes,1,,,No,No,,,58.15%,0.56%
cap,Cap,59.51,,,,,,5 yrs 11 mos,2020-07-20,5 yrs 11 mos,2020-07-20,0,,1,https://github.com/0xcap,1,https://twitter.com/CapDotFinance,0,,0,,,0,,No,,,,No,No,,,93.37%,0.00%
pegasus-dex,Pegasus DEX,59.34,,,,,,3 yrs 3 mos,2023-03-20,3 yrs 3 mos,2023-03-20,0,,0,,1,https://twitter.com/PegasusDEX,0,,0,,Arbitrum | Bsc,0,,Yes,1,,,No,No,,,99.43%,0.00%
monox-protocol-token,MonoX Protocol,59.42,,,,,,4 yrs 7 mos,2021-11-20,4 yrs 7 mos,2021-11-20,0,,0,,1,https://twitter.com/MonoXFinance,0,,1,https://t.me/MonoXOfficial,Ethereum,0,,No,,,,No,No,,,79.46%,9.13%
shen,Shen,59.02,$26.96M,$3.26K,,,,8 yrs 2 mos,2018-04-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/coti-io,1,https://twitter.com/COTInetwork,0,,1,https://t.me/COTInetwork,Cardano,0,,No,,,,No,No,,,,
arbswap,Arbswap,59.40,,,,,,4 yrs 1 mos,2022-05-20,4 yrs 1 mos,2022-05-20,0,,1,https://github.com/Arbswap-Official,1,https://twitter.com/arbswapofficial,0,,1,https://t.me/arbswapofficial,,0,,Yes,1,,,No,No,,,,
solana-ecosystem-index,Solana Ecosystem Index,59.35,,,,,,,,,,0,,0,,1,https://twitter.com/Amun,0,,0,,Solana,0,,No,,,,No,No,,,,
urdex,UrDEX,59.33,,,,,,3 yrs 3 mos,2023-03-20,3 yrs 3 mos,2023-03-20,0,,1,https://github.com/Urdex-finance,1,https://twitter.com/UrDEX_Finance,0,,0,,Arbitrum,0,,No,,,,No,Yes,,,,
kwenta,Kwenta,59.30,$1.79M,$0.00,,,,5 yrs 0 mos,2021-06-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/Kwenta,1,https://twitter.com/kwenta_io,0,,0,,Optimism,0,,No,,,,No,No,,,,
bunnypark,Bunny Park,59.58,,$30.81,,,,5 yrs 2 mos,2021-04-20,5 yrs 2 mos,2021-04-20,0,,0,,1,https://twitter.com/bunnypark_bsc,0,,1,https://t.me/BunnyPark_BSC,Bsc,0,,Yes,1,,,No,No,,,79.63%,0.00%
ventiswap,VentiSwap,59.25,,,,,,4 yrs 10 mos,2021-08-20,2 yrs 0 mos,2024-06-20,0,,0,,1,https://twitter.com/VentiSwap_,0,,0,,,0,,Yes,1,,,No,No,,,,
fusotao-protocol,Fusotao Protocol,59.37,,,,,,5 yrs 4 mos,2021-02-20,3 yrs 4 mos,2023-02-20,0,,1,https://github.com/uinb,1,https://twitter.com/FusotaoProtocol,0,,0,,Ethereum,0,,No,,,,No,No,,,97.28%,0.00%
fsw-token,Falconswap,59.22,,,,,,5 yrs 10 mos,2020-08-20,5 yrs 10 mos,2020-08-20,0,,0,,1,https://twitter.com/Falcon_Swap,0,,1,https://t.me/Falcon_Swap,Ethereum,0,,No,,,,No,No,,,81.96%,0.00%
hummus,Hummus,59.32,,,,,,4 yrs 2 mos,2022-04-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/hummusdefi,0,,0,,Metisdao | Sectors | DeFi | DEX | Socials,0,,No,,,,No,No,,,,
aquanee,AQUANEE,59.19,,,,,,4 yrs 1 mos,2022-05-20,4 yrs 1 mos,2022-05-20,0,,0,,1,https://twitter.com/aquanee,0,,1,https://t.me/AQUANEE,Bsc,0,,Yes,1,,,No,No,,,100.00%,0.00%
bitstable,BitStable,59.14,,$2.35,,,,2 yrs 6 mos,2023-12-20,2 yrs 6 mos,2023-12-20,0,,0,,1,https://twitter.com/bssbstable,0,,0,,Bitcoin | Ethereum,0,,No,,,,No,No,,,14.62%,0.00%
capricorn,Capricorn,58.89,,,,,,1 yrs 0 mos,2025-06-20,,,0,,0,,1,https://x.com/CapricornDEX,0,,0,,,0,,No,,,,No,No,,,,
coin-of-champions,Coin Of Champions,59.67,,$0.99,,,,4 yrs 11 mos,2021-07-20,4 yrs 11 mos,2021-07-20,0,,1,https://github.com/Coin-of-Champions,1,https://twitter.com/coinofchampions,0,,0,,Bsc,0,,No,,,,No,No,,,9.87%,0.00%
enchanter-finance,Enchanter Finance,59.18,,,,,,3 yrs 10 mos,2022-08-20,3 yrs 10 mos,2022-08-20,0,,1,https://github.com/Enchanter-Finance/ent-coin/tree/54eef1b6e4613c60679430dba9788fb8283f64e0,1,https://twitter.com/EnchanterFi,0,,0,,Aptos,0,,Yes,1,,,No,No,,,,
equilibrium-eq,Equilibrium,58.96,,,,,,7 yrs 3 mos,2019-03-20,7 yrs 3 mos,2019-03-20,0,,1,https://github.com/equilibrium-eosdt,1,https://twitter.com/EquilibriumDeFi,1,https://discord.com/invite/p2FmYuW5Hu,0,,,2,03/23/2021|Least Authority; 12/18/2020|QuantStamp,No,,,,No,No,,,,
canadian-inuit-dog-v2,Canadian Inuit Dog(NEW),59.60,,$4.63,,,,4 yrs 10 mos,2021-08-20,3 yrs 7 mos,2022-11-20,0,,1,https://github.com/cadinu/cadinu,1,https://twitter.com/CADINUTOKEN,0,,1,https://t.me/cadinuchat,Bsc,0,,No,,,,No,No,,,19.91%,0.00%
frz-dex,FRZ Dex,59.23,,,,,,4 yrs 2 mos,2022-04-20,4 yrs 2 mos,2022-04-20,0,,1,https://github.com/frzss-dev/smart-contracts/tree/baad6ec5c53a55dc50bb8281ba79292a13bb93e6,1,https://twitter.com/frzdex,0,,0,,,0,,Yes,1,,,No,No,,,,
xox-labs,Xox Labs,59.12,,,,,,2 yrs 9 mos,2023-09-20,2 yrs 9 mos,2023-09-20,0,,0,,1,https://twitter.com/Xox_Labs,0,,1,https://t.me/xoxlabsofficial,Ethereum | Bsc,0,,Yes,1,,,No,No,,,18.18%,0.00%
peardao,PearDAO,58.94,,,,,,4 yrs 6 mos,2021-12-20,4 yrs 3 mos,2022-03-20,0,,1,https://github.com/peardao,1,https://twitter.com/peardaoreal,0,,1,https://t.me/peardaoEN,Bsc,0,,Yes,1,,,No,No,4,64K,96.05%,0.00%
ponytaswap,PonytaSwap,59.11,,,,,,4 yrs 1 mos,2022-05-20,,,0,,0,,1,https://twitter.com/ponytaswap,0,,1,https://t.me/ponytaswap,,0,,Yes,1,11/29/2022,PonytaSwap,No,No,,,,
donaswap,DONASWAP,59.69,,,,,,2 yrs 11 mos,2023-07-20,2 yrs 11 mos,2023-07-20,0,,1,https://github.com/0xdonaswap,1,https://twitter.com/0xdonaswap,0,,1,https://t.me/DonaSwaptg,Bsc,1,01/18/2022|TechRate,No,,,,No,No,,,33.92%,1.42%
derpdex,DerpDEX,59.13,,,$175.00,$725.00,$43.12M,3 yrs 1 mos,2023-05-20,2 yrs 7 mos,2023-11-20,0,,1,https://github.com/derpdex-official,1,https://twitter.com/DerpDEXcom,1,https://discord.com/invite/ANMZThFGcN,0,,Zksync | Base,0,,No,,,,No,No,,,98.77%,0.00%
defispot,Defispot,59.03,,$62.88,,,,2 yrs 2 mos,2024-04-20,2 yrs 2 mos,2024-04-20,0,,0,,1,https://twitter.com/defispot,0,,0,,Ethereum,0,,No,,,,No,No,,,48.22%,0.00%
port-finance,Port Finance,59.11,$134.26K,$1.15K,,,,5 yrs 1 mos,2021-05-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/port_finance,0,,1,https://t.me/port_finance,Solana,0,,No,,,,No,No,,,,
tokensight,TokenSight,58.75,,,,,,2 yrs 7 mos,2023-11-20,2 yrs 7 mos,2023-11-20,0,,0,,1,https://twitter.com/TokenSight_Io,0,,0,,Ethereum,0,,No,,,,No,No,,,89.41%,35.57%
tokenbox,Tokenbox,58.73,$3.28K,$0.39,,,,10 yrs 2 mos,2016-04-20,8 yrs 6 mos,2017-12-20,0,,1,https://github.com/zeriontech,1,https://twitter.com/tokenbox,0,,0,,Ethereum,0,,No,,,,No,No,,,63.72%,0.00%
